px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	v_true	yaw_angle_true	yaw_rate_true	vx_true	vy_true	NIS
7.02468	-6.93292	-2.59526	-2.58325	-0.38429	7.08741	-6.92602	7	-6.85	3.27932	0.588003	0	2.72856	1.81904	0	0.299692
7.15853	-6.82976	-2.6612	-2.59195	-0.370617	7.15695	-6.75136	7.15	-6.75	3.27929	0.588001	0	2.72854	1.81902	0.372583	0
7.23098	-6.73448	-2.4532	-2.55038	-0.263722	7.29976	-6.68807	7.25	-6.65	2.57415	0.785398	0	1.8202	1.8202	0	5.53682
7.35497	-6.63272	-2.51575	-2.55262	-0.250191	7.35505	-6.56058	7.35	-6.55	2.57412	0.785398	0	1.82018	1.82018	0.318935	0
7.52108	-6.57781	-2.75083	-2.6302	-0.362985	7.53544	-6.5372	7.5	-6.5	3.1619	0.321752	0	2.99964	0.999884	0	7.07912
7.64901	-6.4978	-2.78544	-2.64251	-0.356375	7.65664	-6.46417	7.65	-6.45	3.1619	0.321752	0	2.99964	0.999884	0.0758881	0
7.76248	-6.41961	-2.70651	-2.64364	-0.326902	7.67559	-6.34628	7.75	-6.4	2.03157	0.463649	0	1.81709	0.908549	0	0.563125
7.88292	-6.3554	-2.67741	-2.66264	-0.328839	7.85193	-6.35845	7.85	-6.35	2.03157	0.463648	0	1.81709	0.908545	0.0585057	0
8.00197	-6.28581	-2.61845	-2.66916	-0.308766	8.03231	-6.28406	8	-6.25	3.28022	0.588003	0	2.72931	1.81954	0	0.271458
8.13818	-6.20003	-2.66109	-2.67503	-0.296373	8.13749	-6.14586	8.15	-6.15	3.28019	0.588003	0	2.72928	1.81952	0.181081	0
8.20724	-6.12443	-2.42152	-2.6417	-0.215721	8.21488	-6.01843	8.25	-6.05	2.82809	0.785396	0	1.99977	1.99976	0	4.3539
8.328	-6.03276	-2.4927	-2.63441	-0.195391	8.33626	-5.94674	8.35	-5.95	2.82809	0.785396	0	1.99977	1.99976	0.467147	0
8.49046	-5.96758	-2.70467	-2.67714	-0.252606	8.50318	-5.89335	8.5	-5.9	2.87552	0.321753	0	2.72796	0.909326	0	2.97152
8.63438	-5.88818	-2.74298	-2.68477	-0.245052	8.65894	-5.86309	8.65	-5.85	2.87552	0.321751	0	2.72796	0.909321	0.0818109	0
8.71388	-5.80645	-2.44702	-2.64544	-0.155825	8.77185	-5.74314	8.75	-5.75	2.57069	0.785395	0	1.81776	1.81775	0	5.38939
8.84487	-5.71271	-2.50849	-2.63737	-0.137207	8.85444	-5.64273	8.85	-5.65	2.57067	0.785395	0	1.81774	1.81773	0.32014	0
8.92736	-5.64123	-2.3497	-2.61282	-0.0841282	9.02394	-5.6024	8.95	-5.55	2.82357	0.785396	0	1.99657	1.99656	0	2.1843
9.04307	-5.5447	-2.42377	-2.5959	-0.0607888	9.05088	-5.45385	9.05	-5.45	2.82354	0.785401	0	1.99654	1.99655	0.524529	0
9.19585	-5.47331	-2.66144	-2.63278	-0.123128	9.04088	-5.29691	9.2	-5.4	2.87481	0.321751	0	2.72728	0.909094	0	4.47168
9.33316	-5.37903	-2.70956	-2.62656	-0.108732	9.34223	-5.32623	9.35	-5.35	2.87479	0.321751	0	2.72727	0.90909	0.185843	0
9.4067	-5.28995	-2.42142	-2.57816	-0.0198621	9.39579	-5.21659	9.45	-5.25	2.57126	0.785395	0	1.81816	1.81815	0	5.0639
9.53254	-5.19059	-2.48355	-2.56407	-0.00290632	9.55303	-5.13194	9.55	-5.15	2.57122	0.785398	0	1.81813	1.81813	0.257162	0
9.62141	-5.11061	-2.3287	-2.53622	0.0452824	9.75019	-5.14652	9.65	-5.05	2.57438	0.785398	0	1.82036	1.82036	0	2.0086
9.7407	-5.00342	-2.40186	-2.51524	0.0655993	9.7586	-4.93134	9.75	-4.95	2.57438	0.785401	0	1.82036	1.82037	0.36593	0
9.82529	-4.91515	-2.27434	-2.4816	0.114327	9.9198	-4.86941	9.85	-4.85	2.56789	0.785395	0	1.81578	1.81577	0	1.62153
9.9372	-4.80695	-2.34325	-2.45915	0.132	9.95641	-4.74358	9.95	-4.75	2.56786	0.785398	0	1.81575	1.81575	0.293699	0
10.0097	-4.70721	-2.22037	-2.41306	0.190951	10.0029	-4.54771	10.05	-4.6	3.28177	0.982796	0	1.82039	2.7306	0	1.98278
10.1212	-4.56887	-2.34393	-2.37331	0.222486	10.1428	-4.45119	10.15	-4.45	3.28177	0.982794	0	1.8204	2.7306	0.952374	0
10.2031	-4.45932	-2.31574	-2.3358	0.258126	10.1981	-4.26556	10.25	-4.3	3.27687	0.982791	0	1.81769	2.72652	0	0.767017
10.3195	-4.29767	-2.47926	-2.28968	0.292507	10.3644	-4.16342	10.35	-4.15	3.27685	0.98279	0	1.81768	2.7265	1.36124	0
10.4478	-4.19791	-2.62672	-2.31602	0.225202	10.5985	-4.12247	10.45	-4.05	2.57093	0.785398	0	1.81792	1.81792	0	2.39567
10.5539	-4.04418	-2.72504	-2.28033	0.249464	10.5415	-3.9454	10.55	-3.95	2.5709	0.785398	0	1.8179	1.8179	0.641262	0
10.6557	-3.92353	-2.7494	-2.2663	0.248976	10.7092	-3.85166	10.65	-3.85	2.5725	0.785401	0	1.81903	1.81904	0	0.0805421
10.7569	-3.7872	-2.79454	-2.24442	0.257681	10.7616	-3.75002	10.75	-3.75	2.57249	0.785401	0	1.81902	1.81903	0.0960341	0
10.7987	-3.6505	-2.612	-2.16326	0.363725	10.795	-3.60617	10.8	-3.6	2.87695	1.24904	0	0.909773	2.72931	0	4.6772
10.8766	-3.50856	-2.65431	-2.13208	0.375159	10.8527	-3.46164	10.85	-3.45	2.87691	1.24904	0	0.909764	2.72928	0.169846	0
10.9857	-3.40276	-2.78161	-2.16551	0.288305	10.9584	-3.30584	10.95	-3.3	3.60469	0.982791	0	1.99953	2.99928	0	3.68381
11.0662	-3.24408	-2.87375	-2.13315	0.306862	11.0447	-3.1561	11.05	-3.15	3.60465	0.982794	0	1.9995	2.99925	0.528752	0
11.106	-3.0921	-2.75574	-2.05723	0.40206	11.1178	-2.98807	11.1	-3	2.87047	1.24905	0	0.907725	2.72317	0	3.6479
11.1737	-2.92718	-2.81729	-2.02188	0.415625	11.1427	-2.86566	11.15	-2.85	2.87044	1.24905	0	0.907708	2.72314	0.294893	0
11.2241	-2.77558	-2.80351	-1.9778	0.448016	11.1491	-2.68183	11.2	-2.7	2.87428	1.24904	0	0.908929	2.72678	0	0.485082
11.2811	-2.60645	-2.86053	-1.94229	0.4591	11.2525	-2.55311	11.25	-2.55	2.87428	1.24904	0	0.908929	2.72678	0.229095	0
11.2163	-2.41505	-2.67986	-1.75283	0.73186	11.1188	-2.36202	11.2	-2.4	2.87538	-1.24904	0	-0.909276	2.72782	0	27.3877
11.2263	-2.26773	-2.67322	-1.70517	0.738787	11.1594	-2.25598	11.15	-2.25	2.87538	-1.24904	0	-0.909276	2.72782	0.246143	0
11.3205	-2.19966	-2.49122	-1.80248	0.502601	11.2029	-2.09837	11.25	-2.1	3.27951	0.982791	0	1.81915	2.72871	0	21.4774
11.3541	-2.02769	-2.58642	-1.76856	0.508156	11.3525	-1.95787	11.35	-1.95	3.27948	0.982793	0	1.81913	2.72869	0.335854	0
11.3612	-1.87782	-2.58945	-1.71443	0.550374	11.3011	-1.79507	11.35	-1.8	2.73035	0	0	0	2.73035	0	0.754488
11.3734	-1.71436	-2.64075	-1.6768	0.557355	11.3326	-1.67041	11.35	-1.65	2.73033	0	0	0	2.73033	0.214735	0
11.3151	-1.55612	-2.67574	-1.55452	0.710966	11.0622	-1.44342	11.3	-1.5	3.15962	-1.24904	0	-0.999165	2.99748	0	9.18358
11.3036	-1.4009	-2.72663	-1.51231	0.717133	11.2595	-1.35818	11.25	-1.35	3.15959	-1.24904	0	-0.999155	2.99745	0.222059	0
11.2558	-1.23171	-2.81315	-1.42388	0.798574	11.1658	-1.23674	11.2	-1.25	2.03442	-1.10715	0	-0.909822	1.81964	0	2.51167
11.2159	-1.10872	-2.737	-1.37229	0.806912	11.1524	-1.15803	11.15	-1.15	2.03442	-1.10715	0	-0.909822	1.81964	0.391035	0
11.0956	-0.91715	-3.06379	-1.21949	0.994662	10.8534	-0.929069	11.05	-0.95	4.46803	-1.10715	0	-1.99817	3.99632	0	15.4306
11.0267	-0.75963	-3.10238	-1.16302	1.00027	10.9584	-0.728742	10.95	-0.75	4.46802	-1.10715	0	-1.99816	3.99632	0.309525	0
10.9812	-0.63286	-2.9249	-1.13845	0.944127	10.8608	-0.663121	10.9	-0.649999	2.03158	-1.10715	0	-0.908549	1.8171	0	1.95725
10.9026	-0.510744	-2.87471	-1.0777	0.954381	10.8648	-0.553034	10.85	-0.549999	2.03155	-1.10715	0	-0.908532	1.81708	0.19776	0
10.8026	-0.364209	-2.9967	-1.00277	0.994721	10.8451	-0.437482	10.75	-0.45	2.57018	-0.785393	0	-1.8174	1.81738	0	1.15526
10.7011	-0.268325	-2.91005	-0.931044	1.01482	10.6542	-0.347474	10.65	-0.35	2.57018	-0.785393	0	-1.8174	1.81738	0.538984	0
10.5284	-0.107461	-3.35846	-0.81716	1.11964	10.5062	-0.245062	10.5	-0.25	3.2786	-0.588003	0	-2.72796	1.81864	0	9.71001
10.3894	-0.0351551	-3.2444	-0.728628	1.15178	10.3438	-0.150982	10.35	-0.15	3.2786	-0.588003	0	-2.72796	1.81864	1.00808	0
10.3066	0.040745	-2.90631	-0.68742	1.10914	10.4884	-0.0812124	10.25	-0.0999996	2.03442	-0.46365	0	-1.81964	0.909826	0	3.66785
10.1768	0.0773042	-2.79827	-0.596082	1.14548	10.1537	-0.0482457	10.15	-0.0499992	2.03441	-0.463649	0	-1.81963	0.909818	1.06948	0
10.0281	0.154976	-2.89326	-0.520067	1.16508	9.92588	0.00395802	10	9.49949e-07	2.87819	-0.321752	0	-2.73049	0.910169	0	0.774975
9.88391	0.168753	-2.80595	-0.42095	1.20625	9.85676	0.0351738	9.85	0.0500011	2.87817	-0.321752	0	-2.73047	0.910161	1.19295	0
9.73056	0.215794	-2.8443	-0.343314	1.22055	9.63973	0.0585714	9.7	0.0500011	2.72439	-0	0	-2.72439	0	0	0.494311
9.57699	0.195664	-2.77186	-0.232113	1.27147	9.54669	0.0374948	9.55	0.0500011	2.72438	-0	0	-2.72438	0	1.6379	0
9.42004	0.217033	-2.79613	-0.154303	1.28055	9.32242	0.112393	9.4	0.100001	2.87528	-0.321746	0	-2.72773	0.90923	0	0.283843
9.26408	0.211757	-2.7842	-0.066578	1.30009	9.24446	0.153574	9.25	0.15	2.87524	-0.321747	0	-2.7277	0.909222	0.232286	0
9.11336	0.213043	-2.75327	0.00788445	1.303	9.0614	0.20077	9.1	0.2	2.87401	-0.321752	0	-2.72652	0.908843	0	0.0638563
8.9601	0.221802	-2.76312	0.068763	1.2904	8.94752	0.260272	8.95	0.25	2.87401	-0.32175	0	-2.72653	0.908843	0.100265	0
8.86477	0.189673	-2.35304	0.157842	1.31254	8.90199	0.247143	8.85	0.25	1.81847	-0	0	-1.81847	0	0	4.73923
8.7426	0.192314	-2.34541	0.208342	1.28868	8.76016	0.263752	8.75	0.25	1.81846	-0	0	-1.81846	0	0.331158	0
8.53276	0.194301	-2.96099	0.231346	1.22801	8.46355	0.258809	8.55	0.25	3.6326	-0	0	-3.6326	0	0	11.4369
8.37312	0.179797	-2.95747	0.276534	1.20287	8.35367	0.252596	8.35	0.25	3.6326	-0	0	-3.6326	0	0.346038	0
8.21902	0.140868	-2.90839	0.33703	1.19728	8.05161	0.241868	8.2	0.25	2.72841	-0	0	-2.72841	0	0	0.608881
8.0696	0.131026	-2.88113	0.365079	1.15553	8.05411	0.247878	8.05	0.25	2.72842	-0	0	-2.72842	0	0.86728	0
7.92185	0.0863805	-2.85306	0.416807	1.14289	7.78653	0.205765	7.9	0.2	2.87459	0.32175	0	-2.72708	-0.909025	0	0.526284
7.77627	0.0551865	-2.83006	0.450791	1.11101	7.74339	0.144028	7.75	0.15	2.87456	0.32175	0	-2.72705	-0.909016	0.551356	0
7.62983	0.00452683	-2.91638	0.487425	1.0802	7.77346	0.0969346	7.6	0.100001	2.87945	0.321747	0	-2.73169	-0.910554	0	0.915221
7.48661	-0.0393914	-2.88673	0.519797	1.05065	7.45362	0.0452052	7.45	0.0500011	2.87945	0.321747	0	-2.73169	-0.910554	0.506017	0
7.31576	-0.0790553	-3.13638	0.518401	0.977929	7.15329	0.0425189	7.3	0.0500011	2.99789	-0	0	-2.99789	0	0	3.91919
7.18236	-0.10512	-3.06819	0.528489	0.935452	7.16618	0.0287673	7.15	0.0500011	2.9979	-0	0	-2.9979	0	1.1357	0
7.09123	-0.182393	-2.74193	0.604008	0.978231	7.17215	-0.0469302	7.05	-0.0499995	2.57121	0.785404	0	-1.81811	-1.81813	0	4.30953
6.9697	-0.235524	-2.6932	0.633296	0.951333	6.95426	-0.147757	6.95	-0.15	2.57119	0.785401	0	-1.8181	-1.81811	0.493265	0
6.86422	-0.316798	-2.60433	0.687889	0.958549	6.83008	-0.250179	6.85	-0.25	2.56886	0.785398	0	-1.81646	-1.81646	0	0.388755
6.7592	-0.391802	-2.57115	0.729013	0.945792	6.76395	-0.345347	6.75	-0.35	2.56885	0.785398	0	-1.81645	-1.81645	0.136653	0
6.67051	-0.485046	-2.50117	0.788399	0.95852	6.74798	-0.457727	6.65	-0.45	2.57246	0.785395	0	-1.81901	-1.819	0	0.279946
6.57194	-0.580454	-2.49991	0.836461	0.953494	6.54569	-0.565853	6.55	-0.549999	2.57243	0.785395	0	-1.81899	-1.81898	0.0487486	0
6.5324	-0.71726	-2.27859	0.961085	1.06295	6.565	-0.754748	6.5	-0.749999	3.75114	1.32582	0	-0.909789	-3.63914	0	5.68485
6.45826	-0.855699	-2.35369	1.03678	1.0816	6.4494	-0.940848	6.45	-0.949999	3.75111	1.32582	0	-0.909781	-3.63911	0.455878	0
6.40739	-0.99159	-2.38904	1.12	1.12061	6.44213	-1.11266	6.4	-1.1	3.16292	1.24905	0	-1.0002	-3.00061	0	0.729467
6.35144	-1.1443	-2.49744	1.1947	1.13989	6.34405	-1.26138	6.35	-1.25	3.16292	1.24905	0	-1.0002	-3.00061	0.842678	0
6.30645	-1.27068	-2.52883	1.24952	1.13241	6.39474	-1.36501	6.3	-1.35	2.23687	1.10715	0	-1.00035	-2.00072	0	0.352071
6.26622	-1.40189	-2.55886	1.30801	1.13396	6.25356	-1.42931	6.25	-1.45	2.23687	1.10715	0	-1.00036	-2.00072	0.0554442	0
6.26445	-1.588	-2.69172	1.43942	1.25008	6.24787	-1.61119	6.25	-1.6	2.99288	0	0	0	-2.99288	0	4.49992
6.24742	-1.7305	-2.71718	1.50209	1.24952	6.23547	-1.75335	6.25	-1.75	2.99285	0	0	0	-2.99285	0.04012	0
6.27651	-1.93753	-2.93121	1.63515	1.35161	6.41111	-1.93027	6.3	-1.9	2.87684	-1.24904	0	0.909739	-2.72921	0	4.11763
6.30383	-2.08458	-2.89126	1.71549	1.3593	6.34873	-2.05372	6.35	-2.05	2.87684	-1.24905	0	0.909735	-2.72921	0.171995	0
6.31994	-2.18709	-2.62172	1.76046	1.3035	6.53066	-2.26346	6.35	-2.2	2.72782	0	0	0	-2.72782	0	3.177
6.35448	-2.3296	-2.6268	1.83373	1.30481	6.36917	-2.33894	6.35	-2.35	2.72779	0	0	0	-2.72779	0.0161571	0
6.3714	-2.44553	-2.45071	1.88035	1.2624	6.27034	-2.51837	6.35	-2.55	3.63689	0	0	0	-3.63689	0	1.81348
6.39748	-2.61395	-2.54836	1.92874	1.23503	6.34287	-2.73391	6.35	-2.75	3.63689	0	0	0	-3.63689	1.04061	0
6.45334	-2.78133	-2.70755	1.99358	1.23532	6.45883	-2.92313	6.4	-2.9	2.87407	-1.24905	0	0.908854	-2.72658	0	0.901068
6.49832	-2.95349	-2.78615	2.03646	1.20445	6.43866	-3.06257	6.45	-3.05	2.87407	-1.24905	0	0.908859	-2.72658	0.928033	0
6.55194	-3.08859	-2.69654	2.08565	1.17862	6.49154	-3.20004	6.5	-3.2	2.87407	-1.24904	0	0.908863	-2.72658	0	0.802759
6.60576	-3.24982	-2.75473	2.12247	1.14565	6.53579	-3.34211	6.55	-3.35	2.87404	-1.24904	0	0.908855	-2.72655	0.809551	0
6.67072	-3.3747	-2.6282	2.17066	1.12191	6.70146	-3.53446	6.6	-3.5	2.87359	-1.24904	0	0.908714	-2.72613	0	1.16156
6.72795	-3.53238	-2.68465	2.19697	1.08111	6.64657	-3.63945	6.65	-3.65	2.87357	-1.24905	0	0.908702	-2.72611	1.09875	0
6.79799	-3.66181	-2.63312	2.23699	1.05641	6.70956	-3.81739	6.7	-3.8	2.87631	-1.24905	0	0.909565	-2.72871	0	0.851638
6.85375	-3.82624	-2.69224	2.24677	1.0017	6.74885	-3.96368	6.75	-3.95	2.87629	-1.24905	0	0.909561	-2.72869	1.82499	0
6.91555	-3.94106	-2.53598	2.27822	0.971122	6.73758	-4.06653	6.8	-4.1	2.87312	-1.24904	0	0.908566	-2.72568	0	1.74886
6.96874	-4.10359	-2.59023	2.27711	0.910085	6.85796	-4.25464	6.85	-4.25	2.87313	-1.24905	0	0.908561	-2.72569	2.15217	0
7.08133	-4.25953	-2.87397	2.31369	0.899263	7.10395	-4.4909	6.95	-4.4	3.27783	-0.982795	0	1.81821	-2.72732	0	2.75955
7.15187	-4.42664	-2.9124	2.3116	0.842015	7.04679	-4.55716	7.05	-4.55	3.27783	-0.982792	0	1.81822	-2.72732	1.73962	0
7.22588	-4.54233	-2.73956	2.33498	0.813622	7.02393	-4.64459	7.1	-4.7	2.88034	-1.24904	0	0.91085	-2.73253	0	1.75223
7.27922	-4.71225	-2.77145	2.31468	0.742098	7.13435	-4.85502	7.15	-4.85	2.88032	-1.24905	0	0.910837	-2.73251	2.58305	0
7.3392	-4.80976	-2.55506	2.33089	0.715014	7.24619	-4.97657	7.2	-4.95	2.23682	-1.10715	0	1.00033	-2.00068	0	2.20383
7.38468	-4.94641	-2.56893	2.31661	0.660506	7.25317	-5.04605	7.25	-5.05	2.23681	-1.10715	0	1.00033	-2.00066	1.66866	0
7.49494	-5.08569	-2.95998	2.3397	0.655858	7.22054	-5.09604	7.35	-5.2	3.60122	-0.982794	0	1.9976	-2.9964	0	6.24019
7.55698	-5.2386	-2.97647	2.32176	0.600136	7.43604	-5.34825	7.45	-5.35	3.60122	-0.982794	0	1.9976	-2.9964	1.64741	0
7.60758	-5.32708	-2.51629	2.33148	0.567668	7.40989	-5.38617	7.5	-5.45	2.03091	-1.10715	0	0.908252	-1.8165	0	7.3611
7.66482	-5.47044	-2.53033	2.31567	0.516189	7.55662	-5.56714	7.55	-5.55	2.03089	-1.10715	0	0.908244	-1.81648	1.31757	0
7.76072	-5.59612	-2.73986	2.33262	0.506786	7.39379	-5.52612	7.65	-5.7	3.27717	-0.982793	0	1.81785	-2.72677	0	3.15975
7.83574	-5.74519	-2.75972	2.32005	0.462594	7.76459	-5.8425	7.75	-5.85	3.27717	-0.982793	0	1.81785	-2.72677	0.921498	0
7.88919	-5.83144	-2.3437	2.32591	0.436171	7.84699	-6.00602	7.8	-5.95	2.03275	-1.10715	0	0.909078	-1.81815	0	5.66841
7.94537	-5.96219	-2.35536	2.30977	0.392848	7.85921	-6.04502	7.85	-6.05	2.03275	-1.10715	0	0.909073	-1.81815	0.901334	0
8.05294	-6.0921	-2.65725	2.32511	0.389076	7.89511	-6.1416	7.95	-6.2	3.28051	-0.982794	0	1.8197	-2.72955	0	2.98709
8.12255	-6.24477	-2.68314	2.30146	0.340532	8.05619	-6.36041	8.05	-6.35	3.28049	-0.982793	0	1.81969	-2.72953	1.12653	0
8.23742	-6.38171	-2.88078	2.31515	0.337178	8.2234	-6.53735	8.15	-6.5	3.27872	-0.982797	0	1.8187	-2.72807	0	1.30178
8.31492	-6.54249	-2.90585	2.29055	0.290555	8.25446	-6.64851	8.25	-6.65	3.27869	-0.982795	0	1.81869	-2.72804	0.958722	0
8.37003	-6.63519	-2.48884	2.28689	0.263884	8.32206	-6.77114	8.3	-6.75	2.03253	-1.10715	0	0.908979	-1.81795	0	5.44541
8.42088	-6.77423	-2.49364	2.2587	0.218142	8.31728	-6.8399	8.35	-6.85	2.03253	-1.10715	0	0.908979	-1.81795	0.956803	0
8.49672	-6.88724	-2.51254	2.26018	0.207287	8.2713	-6.91098	8.4	-7	2.87484	-1.24905	0	0.909094	-2.72732	0	0.577711
8.54167	-7.04446	-2.53512	2.21823	0.150481	8.44183	-7.15372	8.45	-7.15	2.87485	-1.24905	0	0.909102	-2.72732	1.41448	0
8.64946	-7.18777	-2.83228	2.22798	0.156616	8.54154	-7.25975	8.55	-7.3	3.27658	-0.982796	0	1.81751	-2.72628	0	2.7327
8.71368	-7.35817	-2.86682	2.19252	0.109574	8.65899	-7.4699	8.65	-7.45	3.27658	-0.982794	0	1.81752	-2.72628	1.00074	0
8.76746	-7.46745	-2.52402	2.17741	0.0800565	8.83598	-7.68162	8.7	-7.55	2.03172	-1.10715	0	0.908615	-1.81723	0	4.37273
8.82371	-7.60255	-2.53286	2.1571	0.053787	8.76769	-7.64094	8.75	-7.65	2.0317	-1.10715	0	0.908607	-1.81721	0.298214	0
8.92422	-7.74798	-2.84291	2.16614	0.0657638	8.77916	-7.72457	8.85	-7.8	3.28375	-0.982792	0	1.8215	-2.73224	0	3.18998
8.9929	-7.90045	-2.86074	2.14647	0.0409927	8.95669	-7.95155	8.95	-7.95	3.28371	-0.982792	0	1.82148	-2.73221	0.258287	0
9.0761	-8.03622	-2.93113	2.14517	0.0384533	9.1081	-8.22433	9	-8.1	3.15919	-1.24905	0	0.999025	-2.99707	0	0.474186
9.12528	-8.18825	-2.94839	2.11452	0.00363918	9.05476	-8.24211	9.05	-8.25	3.15916	-1.24905	0	0.999015	-2.99704	0.514651	0
9.15584	-8.29014	-2.47774	2.08665	-0.0376785	9.13825	-8.4037	9.1	-8.35	2.03099	-1.10715	0	0.908285	-1.81657	0	7.64619
9.19969	-8.42571	-2.48532	2.06251	-0.0611388	9.14025	-8.44981	9.15	-8.45	2.03096	-1.10715	0	0.908268	-1.81655	0.261552	0
9.27191	-8.55989	-2.60597	2.06116	-0.0564429	9.22081	-8.59155	9.2	-8.6	2.87805	-1.24905	0	0.91012	-2.73036	0	0.472372
9.31186	-8.712	-2.62619	2.02931	-0.0868968	9.25031	-8.76071	9.25	-8.75	2.87802	-1.24905	0	0.910112	-2.73033	0.403568	0
9.37655	-8.85077	-2.68827	2.02317	-0.0868316	9.30208	-8.90831	9.3	-8.9	2.87616	-1.24904	0	0.909524	-2.72856	0	0.172298
9.41222	-9.00708	-2.70633	1.99004	-0.116844	9.34431	-9.04587	9.35	-9.05	2.87616	-1.24904	0	0.909524	-2.72856	0.397418	0
9.47682	-9.14715	-2.84919	1.98902	-0.107508	9.39993	-9.18842	9.4	-9.2	3.15937	-1.24905	0	0.999066	-2.99725	0	0.725068
9.50505	-9.30819	-2.88201	1.95197	-0.141216	9.4452	-9.37195	9.45	-9.35	3.15937	-1.24905	0	0.999075	-2.99724	0.504453	0
9.55715	-9.45393	-2.86118	1.93998	-0.14641	9.48751	-9.46421	9.5	-9.5	2.87673	-1.24904	0	0.909706	-2.7291	0	0.0572479
9.59336	-9.61775	-2.88003	1.91247	-0.167153	9.55098	-9.64789	9.55	-9.65	2.87673	-1.24904	0	0.909706	-2.7291	0.18007	0
9.64252	-9.75855	-2.93127	1.90562	-0.163603	9.57122	-9.75525	9.6	-9.8	3.16379	-1.24904	0	1.00048	-3.00143	0	0.144153
9.66948	-9.91351	-2.95086	1.87812	-0.184235	9.62408	-9.94149	9.65	-9.95	3.16376	-1.24905	0	1.00046	-3.00141	0.187933	0
9.69452	-10.0363	-2.8015	1.85634	-0.203271	9.61433	-9.96417	9.7	-10.05	2.23333	-1.10714	0	0.998785	-1.99755	0	0.948608
9.73778	-10.1645	-2.79258	1.85151	-0.197524	9.7457	-10.1502	9.75	-10.15	2.23332	-1.10715	0	0.998775	-1.99754	0.0174635	0
9.75315	-10.2824	-2.50607	1.82033	-0.230075	9.77731	-10.3295	9.75	-10.3	2.72851	0	0	0	-2.72851	0	3.15578
9.77784	-10.426	-2.52192	1.79902	-0.23934	9.76557	-10.4501	9.75	-10.45	2.72849	0	0	0	-2.72849	0.0477833	0
9.82718	-10.5894	-2.7294	1.79884	-0.218641	9.89592	-10.7137	9.8	-10.6	2.87455	-1.24905	0	0.909012	-2.72704	0	1.5887
9.85587	-10.7407	-2.73809	1.78259	-0.223153	9.85066	-10.7537	9.85	-10.75	2.87454	-1.24905	0	0.909012	-2.72703	0.0126387	0
9.86916	-10.8612	-2.6013	1.75811	-0.243405	9.84397	-10.9287	9.85	-10.9	3.00318	0	0	0	-3.00318	0	0.776469
9.87813	-11.0068	-2.63164	1.73119	-0.259231	9.85693	-11.0512	9.85	-11.05	3.00316	0	0	0	-3.00316	0.156674	0
9.89605	-11.138	-2.67308	1.71929	-0.255573	9.74773	-11.0482	9.85	-11.2	3.00013	0	0	0	-3.00013	0	0.428702
9.88984	-11.2964	-2.71862	1.68234	-0.281462	9.84407	-11.3565	9.85	-11.35	3.00012	0	0	0	-3.00012	0.374696	0
9.90723	-11.4422	-2.80489	1.67341	-0.271391	9.79495	-11.4686	9.85	-11.5	2.99592	0	0	0	-2.99592	0	0.40156
9.89435	-11.6037	-2.84521	1.63641	-0.296421	9.83943	-11.6467	9.85	-11.65	2.99592	0	0	0	-2.99592	0.321789	0
9.84384	-11.699	-2.31782	1.55537	-0.396341	9.76634	-11.6976	9.8	-11.75	2.03198	1.10715	0	-0.908731	-1.81746	0	12.4309
9.81403	-11.84	-2.34642	1.51229	-0.418716	9.74774	-11.8511	9.75	-11.85	2.03198	1.10715	0	-0.908731	-1.81746	0.284222	0
9.79868	-11.968	-2.29918	1.48042	-0.43186	9.7856	-12.1262	9.7	-12	2.87636	1.24904	0	-0.909591	-2.72875	0	0.37707
9.74445	-12.118	-2.35587	1.42304	-0.46694	9.64482	-12.1455	9.65	-12.15	2.87634	1.24904	0	-0.909582	-2.72873	0.68608	0
9.71752	-12.2477	-2.36368	1.39287	-0.471426	9.57233	-12.2948	9.6	-12.3	2.87416	1.24905	0	-0.908879	-2.72667	0	0.130081
9.64804	-12.4074	-2.44565	1.33087	-0.508892	9.55167	-12.4583	9.55	-12.45	2.87414	1.24905	0	-0.908879	-2.72665	0.791946	0
9.56767	-12.4922	-2.11817	1.23441	-0.609644	9.37132	-12.4833	9.45	-12.55	2.57395	0.785398	0	-1.82006	-1.82006	0	6.69976
9.47772	-12.6278	-2.20182	1.16337	-0.648052	9.359	-12.6499	9.35	-12.65	2.57394	0.785398	0	-1.82005	-1.82005	0.9347	0
9.37436	-12.6789	-1.86345	1.03406	-0.790601	9.16109	-12.6848	9.2	-12.75	3.60613	0.588006	0	-3.00047	-2.00033	0	11.938
9.24012	-12.8018	-2.0262	0.933929	-0.851558	9.028	-12.8337	9.05	-12.85	3.60613	0.588005	0	-3.00048	-2.00033	2.90708	0
9.12199	-12.8675	-1.9191	0.808479	-0.963834	8.85918	-12.7953	8.95	-12.9	2.02971	0.463644	0	-1.81543	-0.907707	0	5.62618
8.98874	-12.9664	-2.04079	0.718402	-0.999963	8.84257	-12.9684	8.85	-12.95	2.0297	0.463647	0	-1.81542	-0.907708	1.32964	0
8.88463	-13.0347	-2.05321	0.642933	-1.02684	8.66865	-13.0114	8.7	-13.05	3.28266	0.588002	0	-2.73134	-1.82089	0	0.515211
8.7206	-13.1314	-2.22915	0.551241	-1.05925	8.55319	-13.1445	8.55	-13.15	3.28267	0.588	0	-2.73135	-1.82089	1.80752	0
